,gene_ids,feature_types,genome,mt,chromosome,start,end,cnv_called,highly_variable,means,dispersions,dispersions_norm
HYOU1,ENSG00000149428.18_4,Gene Expression,GRCh37_liftover_v28,False,chr11,119044188.0,119057227.0,True,False,0.24653173130919928,0.9728477386837752,-0.032722123
CWC27,ENSG00000153015.15_3,Gene Expression,GRCh37_liftover_v28,False,chr5,64766368.0,65102412.0,True,False,0.2464411325794219,1.0458692143171473,0.1563932
EIF2B1,ENSG00000111361.12_2,Gene Expression,GRCh37_liftover_v28,False,chr12,123620406.0,123633766.0,True,False,0.24639173680051243,1.0587052166613917,0.18963663
SLAIN2,ENSG00000109171.14_2,Gene Expression,GRCh37_liftover_v28,False,chr4,48341529.0,48426201.0,True,False,0.24636628112314862,1.064052278025315,0.20348477
HACD3,ENSG00000074696.12_2,Gene Expression,GRCh37_liftover_v28,False,chr15,65530418.0,65578349.0,True,False,0.24632083989854578,0.988838398750187,0.008691432
DIDO1,ENSG00000101191.16_3,Gene Expression,GRCh37_liftover_v28,False,chr20,62877738.0,62937952.0,True,False,0.24631944051609825,1.1359813469327675,0.38977093
CORO7,ENSG00000262246.5_5,Gene Expression,GRCh37_liftover_v28,False,chr16,4354542.0,4425705.0,True,False,0.2462756488525998,1.0423211674016322,0.14720426
DRG1,ENSG00000185721.12_3,Gene Expression,GRCh37_liftover_v28,False,chr22,31399604.0,31530634.0,True,False,0.24623405583076274,0.9776718832035568,-0.020228269
RIT1,ENSG00000143622.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,155897808.0,155911404.0,True,False,0.24617118243783323,0.9935895753730505,0.02099631
ZDHHC6,ENSG00000023041.11_3,Gene Expression,GRCh37_liftover_v28,False,chr10,112424428.0,112447572.0,True,False,0.24608408587146285,1.055571787703628,0.1815215
ACTL6A,ENSG00000136518.16_3,Gene Expression,GRCh37_liftover_v28,False,chr3,179562886.0,179588407.0,True,False,0.24606970452782395,1.040023931838246,0.14125474
SLC39A3,ENSG00000141873.10_3,Gene Expression,GRCh37_liftover_v28,False,chr19,2732204.0,2740028.0,True,False,0.24603490988659354,0.9531892765901054,-0.083634764
GADD45G,ENSG00000130222.10_2,Gene Expression,GRCh37_liftover_v28,False,chr9,89605012.0,89606555.0,True,True,0.24598551443405453,1.924637004149816,2.432278
CPSF2,ENSG00000165934.12_2,Gene Expression,GRCh37_liftover_v28,False,chr14,92121969.0,92172145.0,True,False,0.2457664815383106,0.9877621637922486,0.0059041358
PPP6R3,ENSG00000110075.14_5,Gene Expression,GRCh37_liftover_v28,False,chr11,68460731.0,68615334.0,True,False,0.24571823466829384,1.0458491813993482,0.15634131
MRPL10,ENSG00000159111.12_2,Gene Expression,GRCh37_liftover_v28,False,chr17,47823272.0,47831541.0,True,True,0.24570285781935644,1.1960630037496336,0.5453739
COX19,ENSG00000240230.5_3,Gene Expression,GRCh37_liftover_v28,False,chr7,898778.0,975549.0,True,False,0.24560562953925505,1.122213453444032,0.35411403
SAP30,ENSG00000164105.3_2,Gene Expression,GRCh37_liftover_v28,False,chr4,173369969.0,173377532.0,True,False,0.2456002353425985,1.0525173240115788,0.17361087
SNTB2,ENSG00000168807.16_3,Gene Expression,GRCh37_liftover_v28,False,chr16,69187147.0,69309052.0,True,True,0.24558107592473571,1.2921544217357108,0.79423714
PSME3,ENSG00000131467.10_3,Gene Expression,GRCh37_liftover_v28,False,chr17,42824385.0,42843760.0,True,False,0.24544126496752705,0.9567091064660403,-0.074518904
CCL13,ENSG00000181374.7_2,Gene Expression,GRCh37_liftover_v28,False,chr17,34356480.0,34358610.0,True,True,0.24541243526497558,3.304995727226873,6.007212
ZSWIM7,ENSG00000214941.7_3,Gene Expression,GRCh37_liftover_v28,False,chr17,15976560.0,15999717.0,True,False,0.24537848026209358,0.9765884737029401,-0.023034146
PIGF,ENSG00000151665.12_3,Gene Expression,GRCh37_liftover_v28,False,chr2,46580937.0,46617055.0,True,False,0.2453624469959345,0.9413912163319839,-0.11419008
QSOX1,ENSG00000116260.16_2,Gene Expression,GRCh37_liftover_v28,False,chr1,180154869.0,180204030.0,True,False,0.24527821258705515,0.9972394531350768,0.030448979
CCR10,ENSG00000184451.5_3,Gene Expression,GRCh37_liftover_v28,False,chr17,42678889.0,42683917.0,False,True,0.2452672598755432,1.5589863812885199,1.4852943
PNPLA2,ENSG00000177666.16_3,Gene Expression,GRCh37_liftover_v28,False,chr11,818914.0,825573.0,True,False,0.2452606963024464,1.0425922030718018,0.1479062
GLYR1,ENSG00000140632.16_3,Gene Expression,GRCh37_liftover_v28,False,chr16,4803203.0,4847288.0,True,False,0.24521578692003185,0.982293574496372,-0.0082587395
MAP3K1,ENSG00000095015.5_2,Gene Expression,GRCh37_liftover_v28,False,chr5,56815549.0,56896152.0,True,False,0.24514271278854577,1.0128614788721044,0.070907824
MED21,ENSG00000152944.8_3,Gene Expression,GRCh37_liftover_v28,False,chr12,27022546.0,27066343.0,True,False,0.2450009801965324,1.1051239012445306,0.30985448
SCD,ENSG00000099194.5_2,Gene Expression,GRCh37_liftover_v28,False,chr10,100347233.0,100364826.0,True,True,0.24496910256923207,1.332216407232193,0.8979921
PPIL4,ENSG00000131013.3_2,Gene Expression,GRCh37_liftover_v28,False,chr6,149504495.0,149546043.0,True,False,0.24493055704816685,1.0624115177262496,0.19923544
SDHAF3,ENSG00000196636.7_2,Gene Expression,GRCh37_liftover_v28,False,chr7,97117698.0,97181763.0,True,False,0.24487307280352855,1.0215657535418374,0.093450665
WDR11,ENSG00000120008.15_2,Gene Expression,GRCh37_liftover_v28,False,chr10,120851305.0,120909524.0,True,False,0.2448266909421261,1.0081095300202814,0.058600944
NUMA1,ENSG00000137497.17_5,Gene Expression,GRCh37_liftover_v28,False,chr11,72002864.0,72080693.0,True,False,0.24476281694841107,1.0516112883150026,0.17126437
CCNL2,ENSG00000221978.11_2,Gene Expression,GRCh37_liftover_v28,False,chr1,1385711.0,1399335.0,True,False,0.24474477759116367,1.055559967680267,0.18149088
HMGXB4,ENSG00000100281.13_3,Gene Expression,GRCh37_liftover_v28,False,chr22,35257452.0,35295807.0,True,False,0.24473210394901046,1.0714181766047692,0.2225614
NFIC,ENSG00000141905.18_5,Gene Expression,GRCh37_liftover_v28,False,chr19,3314403.0,3469217.0,True,False,0.2446671896562289,0.9277076884530667,-0.14962849
ARIH1,ENSG00000166233.14_3,Gene Expression,GRCh37_liftover_v28,False,chr15,72474330.0,72602987.0,True,False,0.2446484264962629,1.0868385462842678,0.262498
FOXO1,ENSG00000150907.7_3,Gene Expression,GRCh37_liftover_v28,False,chr13,40555667.0,40666641.0,True,True,0.2446116049682929,1.2419614632185163,0.6642445
NINJ2,ENSG00000171840.11_4,Gene Expression,GRCh37_liftover_v28,False,chr12,564296.0,663589.0,False,True,0.24457606680552613,1.3203099052021336,0.8671559
SLC25A26,ENSG00000144741.17_2,Gene Expression,GRCh37_liftover_v28,False,chr3,66133610.0,66388116.0,True,False,0.24456612274819708,1.1131846864418846,0.3307308
KIAA0930,ENSG00000100364.18_4,Gene Expression,GRCh37_liftover_v28,False,chr22,45192244.0,45240894.0,True,False,0.2444353559235552,0.8549847321057751,-0.33797067
TMEM167B,ENSG00000215717.5_2,Gene Expression,GRCh37_liftover_v28,False,chr1,109090764.0,109096934.0,True,False,0.24434438226941996,0.9924913822035056,0.018152144
WDR46,ENSG00000227057.9_3,Gene Expression,GRCh37_liftover_v28,False,chr6,33279108.0,33289247.0,True,False,0.24411451601186523,1.0134033764868142,0.07231126
SUPT20H,ENSG00000102710.19_5,Gene Expression,GRCh37_liftover_v28,False,chr13,37009312.0,37059713.0,True,False,0.24388625595877003,1.0862952850328218,0.26109102
CFAP20,ENSG00000070761.7_2,Gene Expression,GRCh37_liftover_v28,False,chr16,58113592.0,58129381.0,True,True,0.24386330823432179,1.2100485554655727,0.5815945
ITGB3BP,ENSG00000142856.16_2,Gene Expression,GRCh37_liftover_v28,False,chr1,63440770.0,63593721.0,True,False,0.24378968484383257,1.113902740799379,0.33259043
ZFC3H1,ENSG00000133858.15_2,Gene Expression,GRCh37_liftover_v28,False,chr12,71609599.0,71667725.0,True,False,0.24367824492280876,1.1038294619927858,0.30650207
DPP8,ENSG00000074603.18_4,Gene Expression,GRCh37_liftover_v28,False,chr15,65442463.0,65517704.0,True,False,0.243658738191465,1.053406326999531,0.17591326
THAP11,ENSG00000168286.2_2,Gene Expression,GRCh37_liftover_v28,False,chr16,67842320.0,67844195.0,True,False,0.243650535425677,1.068359580943796,0.21464008
KIAA0319L,ENSG00000142687.17_3,Gene Expression,GRCh37_liftover_v28,False,chr1,35433492.0,35557950.0,True,True,0.24357070538454254,1.3117801536267126,0.84506506
YDJC,ENSG00000161179.13_3,Gene Expression,GRCh37_liftover_v28,False,chr22,21628089.0,21630064.0,True,False,0.24352689442981246,1.111098210373102,0.3253271
CHST2,ENSG00000175040.5_3,Gene Expression,GRCh37_liftover_v28,False,chr3,143119771.0,143124014.0,False,True,0.2434230932906244,1.2242630870709843,0.6184082
RAD9A,ENSG00000172613.7_3,Gene Expression,GRCh37_liftover_v28,False,chr11,67317871.0,67398410.0,True,False,0.24335115140865402,1.1148088624399053,0.33493716
DNAJB2,ENSG00000135924.15_3,Gene Expression,GRCh37_liftover_v28,False,chr2,219279342.0,219286898.0,True,False,0.2433321330326829,1.124778920593901,0.36075822
ACTR1B,ENSG00000115073.7_2,Gene Expression,GRCh37_liftover_v28,False,chr2,97655939.0,97664044.0,True,False,0.24330964060606328,1.1354559240201518,0.38841015
SNX20,ENSG00000167208.14_2,Gene Expression,GRCh37_liftover_v28,False,chr16,50666300.0,50681353.0,False,False,0.24327232491215886,1.1253365264690323,0.36220235
DDX54,ENSG00000123064.12_3,Gene Expression,GRCh37_liftover_v28,False,chr12,113157173.0,113185479.0,True,False,0.2432571442826752,1.009225048416004,0.06148998
LENG1,ENSG00000105617.3_2,Gene Expression,GRCh37_liftover_v28,False,chr19,54155161.0,54159721.0,True,False,0.24323504201327423,1.1056771159811845,0.31128722
ELOVL1,ENSG00000066322.14_3,Gene Expression,GRCh37_liftover_v28,False,chr1,43363398.0,43368074.0,True,False,0.2431559696989307,0.9853312269895728,-0.00039164795
AKT1,ENSG00000142208.15_3,Gene Expression,GRCh37_liftover_v28,False,chr14,104769349.0,104795751.0,True,False,0.24302841350063947,0.9860195237737026,0.0013909437
OSGEP,ENSG00000092094.10_2,Gene Expression,GRCh37_liftover_v28,False,chr14,20446401.0,20455089.0,True,False,0.2426733526504226,0.9558259405234801,-0.07680618
P2RX4,ENSG00000135124.14_3,Gene Expression,GRCh37_liftover_v28,False,chr12,121210065.0,121234106.0,True,False,0.2426422308366467,0.9143717848514709,-0.1841666
PSME4,ENSG00000068878.14_2,Gene Expression,GRCh37_liftover_v28,False,chr2,53864069.0,53970993.0,True,False,0.24262822038368498,1.044296623243914,0.15232041
ADCY7,ENSG00000121281.12_3,Gene Expression,GRCh37_liftover_v28,False,chr16,50246137.0,50318135.0,True,False,0.2425429619146113,0.9967880186162972,0.029279826
ASB8,ENSG00000177981.10_3,Gene Expression,GRCh37_liftover_v28,False,chr12,48147789.0,48181213.0,True,False,0.24252191896862396,1.0486911290860426,0.16370156
CKAP4,ENSG00000136026.13_3,Gene Expression,GRCh37_liftover_v28,False,chr12,106237881.0,106304279.0,True,False,0.24252050861140373,1.071477719814384,0.22271562
ATXN2L,ENSG00000168488.18_4,Gene Expression,GRCh37_liftover_v28,False,chr16,28822999.0,28837237.0,True,False,0.24242616865193167,1.0341849526247286,0.12613261
TRAF3,ENSG00000131323.14_4,Gene Expression,GRCh37_liftover_v28,False,chr14,102777449.0,102911500.0,True,False,0.24233788074671148,1.0675869634992214,0.21263911
RPP25L,ENSG00000164967.9_2,Gene Expression,GRCh37_liftover_v28,False,chr9,34610486.0,34612104.0,True,False,0.2421680429654604,1.0752495275332445,0.23248407
DNASE1L3,ENSG00000163687.13_5,Gene Expression,GRCh37_liftover_v28,False,chr3,58192257.0,58214697.0,True,True,0.2420492711310464,3.1073457689718067,5.4953265
MYD88,ENSG00000172936.12_4,Gene Expression,GRCh37_liftover_v28,False,chr3,38138478.0,38143022.0,True,False,0.24179442545843743,1.0263477627609652,0.10583539
AP2A1,ENSG00000196961.12_2,Gene Expression,GRCh37_liftover_v28,False,chr19,49767001.0,49807114.0,True,False,0.24174025220684478,1.0190182453240944,0.086852975
HDAC3,ENSG00000171720.9_2,Gene Expression,GRCh37_liftover_v28,False,chr5,141620876.0,141636849.0,True,False,0.241644573978326,1.0130007793573423,0.07126859
F13A1,ENSG00000124491.15_2,Gene Expression,GRCh37_liftover_v28,False,chr6,6144084.0,6321013.0,False,True,0.24150691618392778,2.9973762210722033,5.210521
THBD,ENSG00000178726.6_2,Gene Expression,GRCh37_liftover_v28,False,chr20,23045633.0,23049672.0,True,True,0.24128841497995573,1.8568878551848127,2.256817
TSR2,ENSG00000158526.7_2,Gene Expression,GRCh37_liftover_v28,False,chrX,54440404.0,54448032.0,False,False,0.24126360127555685,1.1033315006466669,0.3052124
TXK,ENSG00000074966.10_2,Gene Expression,GRCh37_liftover_v28,False,chr4,48066393.0,48134250.0,False,True,0.2412422435502318,1.6395156351429034,1.6938537
SURF2,ENSG00000148291.9_2,Gene Expression,GRCh37_liftover_v28,False,chr9,133356550.0,133361158.0,True,False,0.24122548766933943,1.1163552219387831,0.33894202
RFTN1,ENSG00000131378.13_5,Gene Expression,GRCh37_liftover_v28,False,chr3,16313574.0,16514026.0,False,True,0.24121653135152504,1.1799340795514905,0.50360227
ABTB1,ENSG00000114626.17_3,Gene Expression,GRCh37_liftover_v28,False,chr3,127672935.0,127680926.0,True,False,0.24119694963467037,1.1378447380994168,0.39459684
TIMM10B,ENSG00000132286.11_3,Gene Expression,GRCh37_liftover_v28,False,chr11,6481501.0,6484681.0,True,False,0.24110010122053765,1.0736750341721981,0.22840635
EPCAM,ENSG00000119888.10_2,Gene Expression,GRCh37_liftover_v28,False,chr2,47345158.0,47387601.0,True,True,0.2410970234094497,1.2899385018990428,0.7884982
PRPF18,ENSG00000165630.13_3,Gene Expression,GRCh37_liftover_v28,False,chr10,13586939.0,13630859.0,True,False,0.2409560964139146,1.0352137011676934,0.12879692
IKZF2,ENSG00000030419.16_4,Gene Expression,GRCh37_liftover_v28,False,chr2,212999691.0,213152427.0,False,True,0.2409538542739051,1.6753502964636666,1.7866604
CRLS1,ENSG00000088766.11_3,Gene Expression,GRCh37_liftover_v28,False,chr20,6006093.0,6040053.0,True,False,0.24082354436501277,0.9409831599373097,-0.115246885
SLC31A2,ENSG00000136867.10_2,Gene Expression,GRCh37_liftover_v28,False,chr9,113150976.0,113164140.0,True,False,0.2407958986750444,0.9275182816521348,-0.15011902
PGRMC1,ENSG00000101856.9_2,Gene Expression,GRCh37_liftover_v28,False,chrX,119236245.0,119244466.0,False,False,0.240675062726152,0.9375516546377994,-0.124134004
KCTD20,ENSG00000112078.13_2,Gene Expression,GRCh37_liftover_v28,False,chr6,36442767.0,36491143.0,True,False,0.24062486797214333,0.9267690808842718,-0.15205935
PSD4,ENSG00000125637.15_3,Gene Expression,GRCh37_liftover_v28,False,chr2,113157325.0,113209396.0,True,False,0.2405824097026493,1.162688867525194,0.45893964
VPS13A,ENSG00000197969.12_4,Gene Expression,GRCh37_liftover_v28,False,chr9,77177445.0,77421537.0,True,False,0.24051179754069474,1.1358679298681509,0.3894772
ACSS1,ENSG00000154930.14_2,Gene Expression,GRCh37_liftover_v28,False,chr20,25006230.0,25058980.0,True,False,0.24036831844515755,1.094212140090031,0.28159457
KIAA2013,ENSG00000116685.15_2,Gene Expression,GRCh37_liftover_v28,False,chr1,11919591.0,11926428.0,True,False,0.2403231019704803,0.9303696183369891,-0.14273447
TIPARP,ENSG00000163659.12_3,Gene Expression,GRCh37_liftover_v28,False,chr3,156673235.0,156706770.0,True,True,0.24031520830757624,1.2177193162337956,0.60146075
IL13RA1,ENSG00000131724.10_3,Gene Expression,GRCh37_liftover_v28,False,chrX,118727133.0,118794535.0,False,False,0.24028841272846765,0.9973702513830589,0.030787727
ATG4B,ENSG00000168397.16_3,Gene Expression,GRCh37_liftover_v28,False,chr2,241637213.0,241673857.0,True,False,0.24026504218429529,1.03578390838142,0.13027368
MIIP,ENSG00000116691.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,12019466.0,12032045.0,True,False,0.24023897779610004,1.1192592703093511,0.34646308
CYTH2,ENSG00000105443.14_4,Gene Expression,GRCh37_liftover_v28,False,chr19,48469208.0,48482314.0,True,False,0.24010289443145424,1.0472083968745423,0.15986149
C8orf33,ENSG00000182307.12_2,Gene Expression,GRCh37_liftover_v28,False,chr8,145052465.0,145066685.0,True,False,0.24010244353761856,1.0621735585523542,0.19861916
VAV1,ENSG00000141968.7_2,Gene Expression,GRCh37_liftover_v28,False,chr19,6772708.0,6857366.0,False,False,0.24005169379444236,1.0289279488386063,0.112517715
PER1,ENSG00000179094.15_4,Gene Expression,GRCh37_liftover_v28,False,chr17,8140472.0,8156506.0,True,False,0.2399487071375301,0.9984263605582501,0.0335229
USP33,ENSG00000077254.14_4,Gene Expression,GRCh37_liftover_v28,False,chr1,77695987.0,77759852.0,True,False,0.23987647696514375,1.0465417914858084,0.15813509
ZFAND3,ENSG00000156639.11_2,Gene Expression,GRCh37_liftover_v28,False,chr6,37819727.0,38154624.0,True,False,0.2397852476549341,0.9686508587493006,-0.04359145
CHTF8,ENSG00000168802.12_4,Gene Expression,GRCh37_liftover_v28,False,chr16,69118010.0,69132588.0,True,False,0.23972221354210135,0.9911219230683009,0.014605438
ISG20L2,ENSG00000143319.16_2,Gene Expression,GRCh37_liftover_v28,False,chr1,156721891.0,156728766.0,True,False,0.23957882994773247,1.0977466475863578,0.29074845
AKAP8L,ENSG00000011243.17_4,Gene Expression,GRCh37_liftover_v28,False,chr19,15380050.0,15419141.0,True,False,0.23952182284925666,1.0931633879190017,0.27887845
NXPE3,ENSG00000144815.15_3,Gene Expression,GRCh37_liftover_v28,False,chr3,101779202.0,101828231.0,False,False,0.23947391103238527,1.1764374272062486,0.49454647
SEMA4A,ENSG00000196189.12_4,Gene Expression,GRCh37_liftover_v28,False,chr1,156147366.0,156177752.0,True,False,0.23933218273618242,0.9707714539458943,-0.03809941
GFI1,ENSG00000162676.11_2,Gene Expression,GRCh37_liftover_v28,False,chr1,92473043.0,92486925.0,False,True,0.23931513799118662,1.3253693218885725,0.88025904
ZNF518A,ENSG00000177853.14_3,Gene Expression,GRCh37_liftover_v28,False,chr10,96129715.0,96205288.0,True,False,0.23922821907936914,1.079939444392971,0.24463029
CBL,ENSG00000110395.6_4,Gene Expression,GRCh37_liftover_v28,False,chr11,119206298.0,119313926.0,True,False,0.23918900674777985,1.0482216030896412,0.16248555
ANKLE2,ENSG00000176915.14_2,Gene Expression,GRCh37_liftover_v28,False,chr12,132725503.0,132761832.0,True,False,0.23911768797559715,1.0520418778395098,0.17237952
CD5,ENSG00000110448.10_2,Gene Expression,GRCh37_liftover_v28,False,chr11,61102489.0,61127852.0,False,True,0.23904602622326043,1.3633930377522914,0.97873515
MYC,ENSG00000136997.17_4,Gene Expression,GRCh37_liftover_v28,False,chr8,127735434.0,127742951.0,True,True,0.2389568033031585,1.5684462390016063,1.509794
NUBP1,ENSG00000103274.10_3,Gene Expression,GRCh37_liftover_v28,False,chr16,10743786.0,10769351.0,True,False,0.2389467715617458,0.9878152771883827,0.0060416916
CXXC1,ENSG00000154832.14_3,Gene Expression,GRCh37_liftover_v28,False,chr18,50282343.0,50287839.0,True,False,0.23894472837719302,1.0303127883346284,0.11610425
GLMP,ENSG00000198715.11_4,Gene Expression,GRCh37_liftover_v28,False,chr1,156290089.0,156295689.0,True,False,0.23889028636519963,0.8403303507529477,-0.37592345
MTMR14,ENSG00000163719.19_5,Gene Expression,GRCh37_liftover_v28,False,chr3,9649433.0,9702393.0,True,False,0.23888190142308946,0.9023531740177201,-0.21529311
NSMCE2,ENSG00000156831.7_4,Gene Expression,GRCh37_liftover_v28,False,chr8,125091679.0,125367120.0,True,False,0.23881945061402957,1.078536270954447,0.24099627
UBR2,ENSG00000024048.10_2,Gene Expression,GRCh37_liftover_v28,False,chr6,42564029.0,42693505.0,True,False,0.23880524006157644,1.0877367317626445,0.26482418
NEK7,ENSG00000151414.14_2,Gene Expression,GRCh37_liftover_v28,False,chr1,198156994.0,198322420.0,True,False,0.2387905830662453,1.0846901062708971,0.25693384
NCOA1,ENSG00000084676.15_3,Gene Expression,GRCh37_liftover_v28,False,chr2,24491254.0,24770702.0,True,False,0.23874468997861312,1.0795585540557309,0.24364384
MFSD11,ENSG00000092931.11_3,Gene Expression,GRCh37_liftover_v28,False,chr17,76735865.0,76781449.0,True,False,0.2387256049535222,0.9888663072015816,0.008763711
OSBPL9,ENSG00000117859.18_5,Gene Expression,GRCh37_liftover_v28,False,chr1,51577179.0,51798427.0,True,False,0.23865453407474438,0.9519403721250317,-0.086869255
ATPAF1,ENSG00000123472.12_4,Gene Expression,GRCh37_liftover_v28,False,chr1,46632737.0,46673867.0,True,False,0.23861713603883458,1.000080388668537,0.0378066
ELK3,ENSG00000111145.7_3,Gene Expression,GRCh37_liftover_v28,False,chr12,96194375.0,96269824.0,True,False,0.2386092527486992,1.1342579091582083,0.38530746
PITPNA,ENSG00000174238.14_3,Gene Expression,GRCh37_liftover_v28,False,chr17,1517718.0,1562792.0,True,False,0.23858104412040787,0.8667402097006278,-0.30752566
ANKRD39,ENSG00000213337.8_3,Gene Expression,GRCh37_liftover_v28,False,chr2,96836611.0,96858016.0,True,False,0.23853077229676764,1.0331345307268847,0.12341217
TSPAN31,ENSG00000135452.9_3,Gene Expression,GRCh37_liftover_v28,False,chr12,57738013.0,57750219.0,True,False,0.23849419926565182,1.0100818337157764,0.06370893
HTRA2,ENSG00000115317.11_2,Gene Expression,GRCh37_liftover_v28,False,chr2,74529596.0,74533350.0,True,False,0.23844869502764904,1.0448408097511335,0.15372978
SART1,ENSG00000175467.14_2,Gene Expression,GRCh37_liftover_v28,False,chr11,65961728.0,65980137.0,True,False,0.2383108800561431,1.0048710780508883,0.05021381
MPHOSPH10,ENSG00000124383.8_2,Gene Expression,GRCh37_liftover_v28,False,chr2,71130310.0,71150101.0,True,False,0.2382554278604422,1.0493893601987685,0.16550988
ITGAX,ENSG00000140678.16_2,Gene Expression,GRCh37_liftover_v28,False,chr16,31355134.0,31382999.0,True,False,0.23817790858414986,1.1326684028006457,0.38119087
EXOC5,ENSG00000070367.15_3,Gene Expression,GRCh37_liftover_v28,False,chr14,57200507.0,57268905.0,True,False,0.23811916988318493,0.9941888711639348,0.022548402
DRAM1,ENSG00000136048.13_3,Gene Expression,GRCh37_liftover_v28,False,chr12,101877580.0,102012130.0,True,False,0.23802318463222313,1.0039638662022974,0.04786426
PPIP5K2,ENSG00000145725.19_4,Gene Expression,GRCh37_liftover_v28,False,chr5,103120149.0,103212799.0,True,False,0.23800835090579509,0.9810933314543766,-0.0113672
GMPS,ENSG00000163655.15_2,Gene Expression,GRCh37_liftover_v28,False,chr3,155870650.0,155944020.0,True,False,0.23792698060866274,1.07506867547968,0.23201568
DNM1L,ENSG00000087470.17_3,Gene Expression,GRCh37_liftover_v28,False,chr12,32679200.0,32745650.0,True,False,0.2379152994051682,0.9924318791420154,0.01799804
RPAP2,ENSG00000122484.8_2,Gene Expression,GRCh37_liftover_v28,False,chr1,92299059.0,92402056.0,True,True,0.2378492950525524,1.202711338933387,0.5625922
ZC3H18,ENSG00000158545.15_5,Gene Expression,GRCh37_liftover_v28,False,chr16,88570403.0,88631964.0,True,False,0.23783923624566827,1.0703376376834477,0.21976297
CERK,ENSG00000100422.13_2,Gene Expression,GRCh37_liftover_v28,False,chr22,46684410.0,46738252.0,True,False,0.23782552692672362,1.1359899863607534,0.38979328
RELA,ENSG00000173039.18_4,Gene Expression,GRCh37_liftover_v28,False,chr11,65653599.0,65663090.0,True,False,0.23776602641172917,1.053778113812308,0.17687614
ANKRD13A,ENSG00000076513.16_3,Gene Expression,GRCh37_liftover_v28,False,chr12,109999186.0,110039763.0,True,False,0.23763566090375945,1.043081748498318,0.14917406
PLEKHO2,ENSG00000241839.9_3,Gene Expression,GRCh37_liftover_v28,False,chr15,64841883.0,64868002.0,True,False,0.23757159302821648,0.9585035261750154,-0.06987161
NSUN5,ENSG00000130305.16_2,Gene Expression,GRCh37_liftover_v28,False,chr7,73302516.0,73308826.0,True,False,0.2372609418921765,1.0140343649359138,0.07394543
VPS26B,ENSG00000151502.10_2,Gene Expression,GRCh37_liftover_v28,False,chr11,134224671.0,134247788.0,True,False,0.23724539724553914,1.0525260558389273,0.17363349
LETMD1,ENSG00000050426.15_5,Gene Expression,GRCh37_liftover_v28,False,chr12,51047962.0,51060424.0,True,False,0.23723535427719586,1.0819703670648164,0.24989009
IL18,ENSG00000150782.11_3,Gene Expression,GRCh37_liftover_v28,False,chr11,112143253.0,112164096.0,True,True,0.23702243378894278,1.278915160713406,0.7599493
PLRG1,ENSG00000171566.11_3,Gene Expression,GRCh37_liftover_v28,False,chr4,154535005.0,154550400.0,True,False,0.23692557889466265,1.022677749157438,0.096330576
MBNL2,ENSG00000139793.18_4,Gene Expression,GRCh37_liftover_v28,False,chr13,97221434.0,97394120.0,True,False,0.23692071438094633,1.0650452319957482,0.20605639
EMC8,ENSG00000131148.8_3,Gene Expression,GRCh37_liftover_v28,False,chr16,85771758.0,85799608.0,True,False,0.23672267833402855,0.9860779103284523,0.0015421566
DDX39B,ENSG00000198563.13_4,Gene Expression,GRCh37_liftover_v28,False,chr6,31530219.0,31542448.0,True,False,0.23646846264467805,1.151754177544546,0.4306203
OSER1,ENSG00000132823.10_2,Gene Expression,GRCh37_liftover_v28,False,chr20,44195939.0,44210771.0,True,False,0.23620930445508748,0.9838355431293171,-0.004265258
ANXA2R,ENSG00000177721.4_3,Gene Expression,GRCh37_liftover_v28,False,chr5,43039233.0,43043170.0,False,True,0.2361236443657183,1.3446086663957926,0.93008626
ZMPSTE24,ENSG00000084073.8_2,Gene Expression,GRCh37_liftover_v28,False,chr1,40258041.0,40294180.0,True,False,0.23609842139242304,0.9627042114951888,-0.058992427
GTF2A1,ENSG00000165417.11_2,Gene Expression,GRCh37_liftover_v28,False,chr14,81175452.0,81221377.0,True,False,0.23602159881072884,1.034321090456652,0.12648518
ISY1,ENSG00000240682.9_3,Gene Expression,GRCh37_liftover_v28,False,chr3,129127415.0,129161063.0,True,False,0.23599740442375317,1.0540670495678992,0.17762443
CSNK1G2,ENSG00000133275.15_1,Gene Expression,GRCh37_liftover_v28,False,chr19,1941172.0,1981338.0,True,False,0.23596516041042143,1.0773241626384626,0.23785709
CCR7,ENSG00000126353.3_3,Gene Expression,GRCh37_liftover_v28,False,chr17,40553769.0,40565472.0,True,True,0.23584428207888206,1.9739934934376082,2.5601041
BLCAP,ENSG00000166619.12_3,Gene Expression,GRCh37_liftover_v28,False,chr20,37492472.0,37527931.0,True,False,0.23581920643645266,1.0221767753793898,0.095033124
RTKN2,ENSG00000182010.10_2,Gene Expression,GRCh37_liftover_v28,False,chr10,62183035.0,62268844.0,True,True,0.23574808230845143,2.005414538398017,2.6414802
RNASEH1,ENSG00000171865.9_3,Gene Expression,GRCh37_liftover_v28,False,chr2,3541430.0,3558333.0,True,False,0.23564085268098822,0.9907899849588317,0.013745765
ATF1,ENSG00000123268.8_3,Gene Expression,GRCh37_liftover_v28,False,chr12,50763710.0,50821162.0,True,False,0.23556972440229207,1.1114068673409625,0.3261265
CNPPD1,ENSG00000115649.15_2,Gene Expression,GRCh37_liftover_v28,False,chr2,219171897.0,219178106.0,True,False,0.23552120756691491,1.0687317182155998,0.21560386
